Price,Close
Ticker,GOOG
Date,
2025-04-21,149.54641723632812
2025-04-22,153.5779571533203
2025-04-23,157.38998413085938
2025-04-24,161.13214111328125
2025-04-25,163.50714111328125
2025-04-28,162.08013916015625
2025-04-29,161.72088623046875
2025-04-30,160.55332946777344
2025-05-01,162.44935607910156
2025-05-02,165.46304321289062
2025-05-05,165.70254516601562
2025-05-06,164.8543243408203
2025-05-07,152.4802703857422
2025-05-08,155.42410278320312
2025-05-09,154.0569610595703
2025-05-12,159.24607849121094
2025-05-13,160.55332946777344
2025-05-14,166.4609375
2025-05-15,165.05389404296875
2025-05-16,167.07965087890625
2025-05-19,167.5187225341797
2025-05-20,164.97409057617188
2025-05-21,169.7041473388672
2025-05-22,171.62013244628906
2025-05-23,169.23513793945312
2025-05-27,173.61593627929688
2025-05-28,173.0172119140625
2025-05-29,172.5980987548828
2025-05-30,172.48831176757812
2025-06-02,170.01348876953125
2025-06-03,167.3590850830078
2025-06-04,169.03555297851562
2025-06-05,169.4546661376953
2025-06-06,174.55397033691406
2025-06-09,177.47137451171875
2025-06-10,179.8492431640625
2025-06-11,178.63034057617188
2025-06-12,176.8119659423828
2025-06-13,175.7229461669922
2025-06-16,177.78109741210938
2025-06-17,177.0717315673828
2025-06-18,173.8246307373047
2025-06-20,167.58021545410156
2025-06-23,165.86175537109375
2025-06-24,167.5902099609375
2025-06-25,171.3368682861328
2025-06-26,174.27423095703125
2025-06-27,178.11080932617188
2025-06-30,177.23159790039062
2025-07-01,176.7520294189453
2025-07-02,179.59947204589844
2025-07-03,180.38877868652344
2025-07-07,177.4014434814453
2025-07-08,175.0035858154297
2025-07-09,177.50135803222656
2025-07-10,178.54042053222656
2025-07-11,181.14808654785156
2025-07-14,182.64674377441406
2025-07-15,182.93649291992188
2025-07-16,183.60589599609375
2025-07-17,184.53506469726562
2025-07-18,185.77395629882812
2025-07-21,190.9792938232422
2025-07-22,191.93844604492188
2025-07-23,191.33897399902344
2025-07-24,193.0274658203125
2025-07-25,193.9066925048828
2025-07-28,193.2472686767578
2025-07-29,196.25457763671875
2025-07-30,197.26368713378906
2025-07-31,192.68777465820312
2025-08-01,189.78036499023438
2025-08-04,195.5751953125
2025-08-05,195.1455841064453
2025-08-06,196.74415588378906
2025-08-07,197.10382080078125
2025-08-08,201.90953063964844
2025-08-11,201.449951171875
2025-08-12,203.97769165039062
2025-08-13,202.84869384765625
2025-08-14,203.63800048828125
2025-08-15,204.72702026367188
2025-08-18,204.10755920410156
2025-08-19,202.30918884277344
2025-08-20,200.01123046875
2025-08-21,200.4408416748047
2025-08-22,206.535400390625
2025-08-25,208.9732208251953
2025-08-26,207.76429748535156
2025-08-27,208.02407836914062
2025-08-28,212.1803436279297
2025-08-29,213.3393096923828
2025-09-02,211.8007049560547
2025-09-03,230.8936309814453
2025-09-04,232.45223999023438
2025-09-05,234.95999145507812
2025-09-08,234.16000366210938
2025-09-09,239.94000244140625
2025-09-10,239.55999755859375
2025-09-11,240.77999877929688
2025-09-12,241.3800048828125
2025-09-15,251.75999450683594
2025-09-16,251.4199981689453
2025-09-17,249.85000610351562
2025-09-18,252.3300018310547
2025-09-19,255.24000549316406
2025-09-22,252.8800048828125
2025-09-23,252.33999633789062
2025-09-24,247.8300018310547
2025-09-25,246.57000732421875
2025-09-26,247.17999267578125
2025-09-29,244.36000061035156
2025-09-30,243.5500030517578
2025-10-01,245.5399932861328
2025-10-02,246.42999267578125
2025-10-03,246.4499969482422
2025-10-06,251.50999450683594
2025-10-07,247.1300048828125
2025-10-08,245.4600067138672
2025-10-09,242.2100067138672
2025-10-10,237.49000549316406
2025-10-13,244.63999938964844
2025-10-14,246.19000244140625
2025-10-15,251.7100067138672
2025-10-16,251.8800048828125
2025-10-17,253.7899932861328
2025-10-20,257.0199890136719
2025-10-21,251.33999633789062
2025-10-22,252.52999877929688
2025-10-23,253.72999572753906
2025-10-24,260.510009765625
2025-10-27,269.92999267578125
2025-10-28,268.42999267578125
2025-10-29,275.1700134277344
2025-10-30,281.8999938964844
2025-10-31,281.82000732421875
2025-11-03,284.1199951171875
2025-11-04,278.05999755859375
2025-11-05,284.75
2025-11-06,285.3399963378906
2025-11-07,279.70001220703125
2025-11-10,290.5899963378906
2025-11-11,291.739990234375
2025-11-12,287.42999267578125
2025-11-13,279.1199951171875
2025-11-14,276.9800109863281
2025-11-17,285.6000061035156
2025-11-18,284.9599914550781
2025-11-19,292.989990234375
2025-11-20,289.9800109863281
2025-11-21,299.6499938964844
2025-11-24,318.4700012207031
2025-11-25,323.6400146484375
2025-11-26,320.2799987792969
2025-11-28,320.1199951171875
2025-12-01,315.1199951171875
2025-12-02,316.0199890136719
2025-12-03,320.6199951171875
2025-12-04,318.3900146484375
2025-12-05,322.0899963378906
